associated_id,term,type
106481854,RN7SL666P,ENTREZID
106481855,RN7SL679P,ENTREZID
106481856,RN7SL705P,ENTREZID
106481857,RN7SL728P,ENTREZID
106481858,RN7SL745P,ENTREZID
106481859,RN7SL775P,ENTREZID
106481860,RN7SL791P,ENTREZID
106481861,RN7SL808P,ENTREZID
106481862,RN7SL831P,ENTREZID
106481863,RN7SL845P,ENTREZID
106481864,RN7SL869P,ENTREZID
106481865,RNU4ATAC12P,ENTREZID
106481866,RNU4ATAC18P,ENTREZID
106481867,RNU6ATAC15P,ENTREZID
106481868,RNU6ATAC30P,ENTREZID
106481869,RNU6ATAC41P,ENTREZID
106481870,RNU4-25P,ENTREZID
106481871,RNU4-50P,ENTREZID
106481872,RNU4-64P,ENTREZID
106481873,RNU4-84P,ENTREZID
106481874,RMRPP5,ENTREZID
106481875,RNU6-108P,ENTREZID
106481876,RNU6-122P,ENTREZID
106481877,RNU6-133P,ENTREZID
106481878,RNU6-154P,ENTREZID
106481879,RNU6-166P,ENTREZID
106481880,RNU6-187P,ENTREZID
106481881,RNU6-199P,ENTREZID
106481882,RNU6-206P,ENTREZID
106481883,RNU6-227P,ENTREZID
106481884,RNU6-246P,ENTREZID
106481885,RNU6-261P,ENTREZID
106481886,RNU6-280P,ENTREZID
106481887,RNU6-327P,ENTREZID
106481888,RNU6-339P,ENTREZID
106481889,RNU6-355P,ENTREZID
106481890,RNU6-367P,ENTREZID
106481891,RNU6-387P,ENTREZID
106481892,RNU6-399P,ENTREZID
106481893,RNU6-410P,ENTREZID
106481894,RNU6-428P,ENTREZID
106481895,RNU6-440P,ENTREZID
106481896,RNU6-449P,ENTREZID
106481897,RNU6-461P,ENTREZID
106481898,RNU6-486P,ENTREZID
106481899,RNU6-502P,ENTREZID
106481900,RNU6-521P,ENTREZID
106481901,RNU6-533P,ENTREZID
106481902,RNU6-547P,ENTREZID
106481903,RNU6-566P,ENTREZID
106481904,RNU6-578P,ENTREZID
106481905,RNU6-597P,ENTREZID
106481906,RNU6-609P,ENTREZID
106481907,RNU6-621P,ENTREZID
106481908,RNU6-641P,ENTREZID
106481909,RNU6-654P,ENTREZID
106481910,RNU6-672P,ENTREZID
106481911,RNU6-681P,ENTREZID
106481912,RNU6-702P,ENTREZID
106481913,RNU6-719P,ENTREZID
106481914,RNU6-737P,ENTREZID
106481915,RNU6-755P,ENTREZID
106481916,RNU6-767P,ENTREZID
106481917,RNU6-782P,ENTREZID
106481918,RNU6-836P,ENTREZID
106481919,RNU6-850P,ENTREZID
106481920,RNU6-862P,ENTREZID
106481921,RNU6-883P,ENTREZID
106481922,RNU6-896P,ENTREZID
106481923,RNU6-915P,ENTREZID
106481924,RNU6-936P,ENTREZID
106481925,RNU6-949P,ENTREZID
106481926,RNU6-971P,ENTREZID
106481927,RNU6-984P,ENTREZID
106481928,RNU6-996P,ENTREZID
106481929,RNU6-1010P,ENTREZID
106481930,RNU6-1021P,ENTREZID
106481931,RNU6-1039P,ENTREZID
106481932,RNU6-1051P,ENTREZID
106481933,RNU6-1068P,ENTREZID
106481934,RNU6-1086P,ENTREZID
106481935,RNU6-1098P,ENTREZID
106481936,RNU6-1122P,ENTREZID
106481937,RNU6-1132P,ENTREZID
106481938,RNU6-1144P,ENTREZID
106481939,RNU6-1159P,ENTREZID
106481940,RNU6-1171P,ENTREZID
106481941,RNU6-1183P,ENTREZID
106481942,RNU6-1201P,ENTREZID
106481943,RNU6-1212P,ENTREZID
106481944,RNU6-1230P,ENTREZID
106481945,RNU6-1244P,ENTREZID
106481946,RNU6-1255P,ENTREZID
106481947,RNU6-1273P,ENTREZID
106481948,RNU6-1285P,ENTREZID
106481949,RNU6-1303P,ENTREZID
106481950,RNU6-1315P,ENTREZID
106481951,RNU6-1326P,ENTREZID
106481952,RNU1-7P,ENTREZID
106481953,RNU1-39P,ENTREZID
106481954,RNU1-55P,ENTREZID
106481955,RNU1-72P,ENTREZID
106481956,RNU1-94P,ENTREZID
106481957,RNU1-108P,ENTREZID
106481958,RNU1-132P,ENTREZID
106481959,RNU2-19P,ENTREZID
106481960,RNU2-34P,ENTREZID
106481961,RNU2-55P,ENTREZID
106481962,RNU2-68P,ENTREZID
106481963,DPPA3P3,ENTREZID
106481964,ELOCP32,ENTREZID
106481965,COX6CP16,ENTREZID
106481966,BNIP3P28,ENTREZID
106481967,NOP56P3,ENTREZID
106481968,B3GNTL1P1,ENTREZID
106481969,WBP1LP11,ENTREZID
106481970,DUX4L29,ENTREZID
106481971,RPL23AP94,ENTREZID
106481972,RARRES2P10,ENTREZID
106481973,RNU6-12P,ENTREZID
106481974,RN7SKP47,ENTREZID
106481975,RN7SL45P,ENTREZID
106481976,RN7SL567P,ENTREZID
106481977,RNU6-139P,ENTREZID
106481978,RNU6-534P,ENTREZID
106481979,RNU6-982P,ENTREZID
106481980,RNU1-61P,ENTREZID
106481981,ZNF519P4,ENTREZID
106614088,MIR34AHG,ENTREZID
106631777,RNA45S4,ENTREZID
106631778,RNA45S3,ENTREZID
106631779,RNA45S2,ENTREZID
106631780,RNA45S1,ENTREZID
106631781,RNA18S4,ENTREZID
106631782,RNA18S3,ENTREZID
106632258,RNA18S2,ENTREZID
106632259,RNA18S1,ENTREZID
106632260,RNA5-8S4,ENTREZID
106632261,RNA5-8S3,ENTREZID
106632262,RNA5-8S2,ENTREZID
106632263,RNA5-8S1,ENTREZID
106632264,RNA28S4,ENTREZID
106632265,RNA28S3,ENTREZID
106632266,RNA28S2,ENTREZID
106632267,RNA28S1,ENTREZID
106632269,CCDC58P4,ENTREZID
106632270,DUX4L35,ENTREZID
106632271,SNORD128,ENTREZID
106633800,SNORD133,ENTREZID
106633801,SCARNA28,ENTREZID
106633802,RN7SKP118,ENTREZID
106633803,SNORD134,ENTREZID
106633804,SNORD135,ENTREZID
106633805,SNORD136,ENTREZID
106633806,SNORD142,ENTREZID
106633807,RN7SKP251,ENTREZID
106633808,SNORD143,ENTREZID
106633809,SNORD144,ENTREZID
106633810,SCARNA26A,ENTREZID
106633813,SIRT1-AS,ENTREZID
106633814,SNORA86,ENTREZID
106633815,RNU6-205P,ENTREZID
106633816,SCARNA26B,ENTREZID
106635520,SNORA87,ENTREZID
106635521,SNORA88,ENTREZID
106635522,SNORA89,ENTREZID
106635523,SNORA90,ENTREZID
106635524,SNORA91,ENTREZID
106635525,SNORA92,ENTREZID
106635526,SNORA93,ENTREZID
106635527,LINC01323,ENTREZID
106635528,SNORA94,ENTREZID
106635529,SNORA95,ENTREZID
106635530,SNORA98,ENTREZID
106635531,SNORA99,ENTREZID
106635532,SNORA100,ENTREZID
106635533,SNORA103,ENTREZID
106635534,SNORA104,ENTREZID
106635535,RN7SKP173,ENTREZID
106635536,RN7SKP176,ENTREZID
106635537,RN7SL860P,ENTREZID
106635539,SNORA105A,ENTREZID
106635540,SNORA105B,ENTREZID
106635541,SNORA105C,ENTREZID
106635542,SNORA107,ENTREZID
106635543,SNORA108,ENTREZID
106635544,SNORA109,ENTREZID
106635545,SNORA110,ENTREZID
106635546,SNORA111,ENTREZID
106635547,SNORD129,ENTREZID
106635548,SNORD130,ENTREZID
106635549,SNORD131,ENTREZID
106635550,SNORD132,ENTREZID
106635615,SNORD137,ENTREZID
106635682,SNORD140,ENTREZID
106635683,SNORD141A,ENTREZID
106635684,SNORD141B,ENTREZID
106660605,MIR2117HG,ENTREZID
106660606,LOC106660606,ENTREZID
106660607,DUX4L42,ENTREZID
106660609,MIR4432HG,ENTREZID
106660610,MIR5689HG,ENTREZID
106660611,RNU2-22P,ENTREZID
106660612,LINC00680,ENTREZID
106660613,LINC00680-GUSBP4,ENTREZID
106660614,EGLN1P1,ENTREZID
106660616,SAP18P3,ENTREZID
106660617,DUX4L43,ENTREZID
106660618,MCDR5,ENTREZID
106660619,TP53TG3GP,ENTREZID
106660620,RARRES2P9,ENTREZID
106660623,CNTNAP3P3,ENTREZID
106660633,MTATP6P6,ENTREZID
106699568,ERVW-9,ENTREZID
106699570,LOC106699570,ENTREZID
106699575,DUP14Q32,ENTREZID
106699576,RC14S,ENTREZID
106707175,ERVK-28,ENTREZID
106707243,PRH1-TAS2R14,ENTREZID
106736472,LOC106736472,ENTREZID
106736475,PCF11-AS1,ENTREZID
106780802,KCNK4-TEX40,ENTREZID
106780825,LOC106780825,ENTREZID
106783499,OPA8,ENTREZID
106799914,YUHAL,ENTREZID
106821730,BUB1B-PAK6,ENTREZID
106865367,MRD2,ENTREZID
106865372,RNU6-146P,ENTREZID
106865373,WRB-SH3BGR,ENTREZID
106865374,RNU6-468P,ENTREZID
106865375,RNA5SP334,ENTREZID
106866913,RN7SL431P,ENTREZID
106866914,RNU6-1240P,ENTREZID
106866915,RNU1-125P,ENTREZID
106866980,RNU2-15P,ENTREZID
106866981,RNU6-244P,ENTREZID
106903081,DUSP8P5,ENTREZID
107001062,LOC107001062,ENTREZID
107001063,LOC107001063,ENTREZID
107048980,DSPS,ENTREZID
107048981,RN7SL731P,ENTREZID
107048983,RNU1-149P,ENTREZID
107048985,RNU4-46P,ENTREZID
107057644,RN7SKP70,ENTREZID
107057646,RNU4-22P,ENTREZID
107057647,RNU6-112P,ENTREZID
107063536,RN7SKP241,ENTREZID
107063537,RNU6-669P,ENTREZID
107063538,AHCYP8,ENTREZID
107063539,RN7SL75P,ENTREZID
107063540,RNU6-914P,ENTREZID
107063541,CYP2C63P,ENTREZID
107063543,CYP3A137P,ENTREZID
107063544,RNU7-103P,ENTREZID
107063609,KAOGS,ENTREZID
107063611,MTND6P24,ENTREZID
107063612,RNU6-941P,ENTREZID
107074708,RN7SL657P,ENTREZID
107075092,NDUFB4P4,ENTREZID
107075094,NDUFB4P7,ENTREZID
107075096,NDUFB4P5,ENTREZID
107075097,NDUFB4P6,ENTREZID
107075098,MTND4LP2,ENTREZID
107075099,MTND4LP10,ENTREZID
107075100,MTND4LP13,ENTREZID
107075101,MTND4LP18,ENTREZID
107075102,MTND4LP22,ENTREZID
107075103,MTND4LP24,ENTREZID
107075104,MTND4LP26,ENTREZID
107075105,NDUFB4P10,ENTREZID
107075106,RHOXF1P2,ENTREZID
107075107,SEPT14P21,ENTREZID
107075108,SLC47A1P1,ENTREZID
107075109,RPSAP65,ENTREZID
107075110,RPSAP66,ENTREZID
107075111,RPSAP67,ENTREZID
107075112,RPSAP72,ENTREZID
107075113,RPSAP74,ENTREZID
107075114,RPSAP75,ENTREZID
107075115,RPL12P47,ENTREZID
107075116,MIR3142HG,ENTREZID
107075117,MTND4P35,ENTREZID
107075118,MTND5P33,ENTREZID
107075119,MTND5P35,ENTREZID
107075120,MTCYBP14,ENTREZID
107075121,MTCYBP10,ENTREZID
107075122,MTCYBP11,ENTREZID
107075123,MTCYBP12,ENTREZID
107075124,MTCYBP9,ENTREZID
107075125,MTCYBP5,ENTREZID
107075126,MTCYBP16,ENTREZID
107075127,MTCYBP19,ENTREZID
107075128,MTCYBP20,ENTREZID
107075129,MTCYBP13,ENTREZID
107075130,MTCYBP18,ENTREZID
107075131,MTCYBP23,ENTREZID
107075132,MTCYBP24,ENTREZID
107075133,MTCYBP27,ENTREZID
107075134,MTCYBP28,ENTREZID
107075135,MTCYBP29,ENTREZID
107075136,MTCYBP31,ENTREZID
107075137,MTCO1P6,ENTREZID
107075138,MTCO1P8,ENTREZID
107075139,MTCO1P9,ENTREZID
107075140,MTCO1P10,ENTREZID
107075141,MTCO1P12,ENTREZID
107075142,MTCO1P14,ENTREZID
107075143,MTCO1P18,ENTREZID
107075144,MTCO1P19,ENTREZID
107075145,MTCO2P7,ENTREZID
107075146,MTCO2P8,ENTREZID
107075147,MTCO2P15,ENTREZID
107075148,MTCO2P16,ENTREZID
107075149,MTCO2P18,ENTREZID
107075150,MTCO3P7,ENTREZID
107075151,MTCO3P8,ENTREZID
107075152,MTCO3P10,ENTREZID
107075153,MTCO3P11,ENTREZID
107075154,MTCO3P15,ENTREZID
107075155,MTCO3P16,ENTREZID
107075156,MTCO3P19,ENTREZID
107075157,MTATP6P14,ENTREZID
107075158,MTATP6P16,ENTREZID
107075159,MTATP6P18,ENTREZID
107075160,MTND3P12,ENTREZID
107075161,MTND3P19,ENTREZID
107075162,MTCO3P21,ENTREZID
107075163,MTCO1P20,ENTREZID
107075164,MTCO1P21,ENTREZID
107075165,MTCO1P22,ENTREZID
107075166,MTCO1P24,ENTREZID
107075167,MTCO1P25,ENTREZID
107075168,MTCO1P27,ENTREZID
107075169,MTCO1P28,ENTREZID
107075170,MTCO1P30,ENTREZID
107075171,MTCO1P31,ENTREZID
107075172,MTCO1P40,ENTREZID
107075173,MTCO1P43,ENTREZID
107075174,MTCO1P45,ENTREZID
107075175,MTCO1P46,ENTREZID
107075176,MTCO1P48,ENTREZID
107075177,MTCO1P49,ENTREZID
107075178,MTCO1P54,ENTREZID
107075179,MTCO1P55,ENTREZID
107075180,MTCO3P20,ENTREZID
107075181,MTCO2P5,ENTREZID
107075182,MTCO3P23,ENTREZID
107075183,MTCO3P27,ENTREZID
107075184,MTCO3P28,ENTREZID
107075185,MTCO3P29,ENTREZID
107075186,MTCO3P31,ENTREZID
107075187,MTCO3P38,ENTREZID
107075188,MTCO3P40,ENTREZID
107075189,MTCO3P42,ENTREZID
107075190,MTCO3P43,ENTREZID
107075191,MTCO2P21,ENTREZID
107075192,MTCO2P23,ENTREZID
107075193,MTCO2P24,ENTREZID
107075194,MTCO2P29,ENTREZID
107075195,MTCO2P30,ENTREZID
107075196,MTCO2P32,ENTREZID
107075197,MTCO2P33,ENTREZID
107075198,MTND3P21,ENTREZID
107075199,MTND3P24,ENTREZID
107075200,MTND6P32,ENTREZID
107075201,MTATP6P20,ENTREZID
107075202,MTATP6P22,ENTREZID
107075203,MTATP6P25,ENTREZID
107075204,MTATP6P27,ENTREZID
107075205,MTATP6P31,ENTREZID
107075207,NDUFA8P1,ENTREZID
107075208,NDUFB2P1,ENTREZID
107075209,NDUFS6P1,ENTREZID
107075210,MTND4LP16,ENTREZID
107075211,NDUFB4P9,ENTREZID
107075212,RPL12P50,ENTREZID
107075213,MTCYBP17,ENTREZID
107075214,MTCO2P11,ENTREZID
107075215,MTCO3P18,ENTREZID
107075216,MTCO3P4,ENTREZID
107075217,MTCO3P24,ENTREZID
107075218,MTCO3P45,ENTREZID
107075219,LAPTM4BP2,ENTREZID
107075220,MTCYBP8,ENTREZID
107075221,MTCYBP22,ENTREZID
107075222,MTCO1P17,ENTREZID
107075223,MTCO2P19,ENTREZID
107075224,MTCO3P13,ENTREZID
107075225,MTCO1P29,ENTREZID
107075226,MTCO1P44,ENTREZID
107075227,MTCO1P52,ENTREZID
107075228,MTCO3P5,ENTREZID
107075229,MTCO3P30,ENTREZID
107075230,MTCO2P20,ENTREZID
107075231,MTCYBP32,ENTREZID
107075232,MTATP6P24,ENTREZID
107075233,NDUFB9P1,ENTREZID
107075234,MTCO1P35,ENTREZID
107075235,MTND4LP5,ENTREZID
107075236,MTND4LP7,ENTREZID
107075237,MTND4LP9,ENTREZID
107075238,MTND4LP11,ENTREZID
107075239,MTND4LP12,ENTREZID
107075240,MTND4LP17,ENTREZID
107075241,MTND4LP19,ENTREZID
107075242,MTND4LP20,ENTREZID
107075243,MTND4LP25,ENTREZID
107075244,MTND4LP30,ENTREZID
107075245,MTND4LP3,ENTREZID
107075246,NDUFB4P8,ENTREZID
107075247,NDUFB4P11,ENTREZID
107075248,RARRES2P11,ENTREZID
107075249,RPSAP71,ENTREZID
107075250,RPSAP73,ENTREZID
107075251,RPL12P46,ENTREZID
107075252,RPL12P49,ENTREZID
107075253,MTND4P33,ENTREZID
107075254,MTND5P32,ENTREZID
107075255,MTND5P34,ENTREZID
107075256,MTND5P40,ENTREZID
107075257,MTCYBP7,ENTREZID
107075258,MTCYBP15,ENTREZID
107075259,MTCYBP6,ENTREZID
107075260,MTCYBP21,ENTREZID
107075261,MTND6P22,ENTREZID
107075262,MTND6P25,ENTREZID
107075263,MTCO1P7,ENTREZID
107075264,MTCO1P11,ENTREZID
107075265,MTCO1P15,ENTREZID
107075266,MTCO2P6,ENTREZID
107075267,MTCO2P9,ENTREZID
107075268,MTCO2P17,ENTREZID
107075269,MTCO3P9,ENTREZID
107075270,MTCO3P12,ENTREZID
107075271,MTCO3P17,ENTREZID
107075272,MTATP6P13,ENTREZID
107075273,MTATP6P15,ENTREZID
107075274,MTATP6P17,ENTREZID
107075275,MTATP6P19,ENTREZID
107075276,MTND2P38,ENTREZID
107075277,MTND3P13,ENTREZID
107075278,MTND3P16,ENTREZID
107075279,MTND3P17,ENTREZID
107075280,MTND2P40,ENTREZID
107075281,MTCO1P23,ENTREZID
107075282,MTCO1P39,ENTREZID
107075283,MTCO1P42,ENTREZID
107075284,MTCO1P47,ENTREZID
107075285,MTCO1P53,ENTREZID
107075286,MTCO1P56,ENTREZID
107075287,MTCO3P35,ENTREZID
107075288,MTCO3P41,ENTREZID
107075289,MTCO3P44,ENTREZID
107075290,MTCO2P25,ENTREZID
107075291,MTCO2P27,ENTREZID
107075292,MTCO2P31,ENTREZID
107075293,MTCO3P46,ENTREZID
107075294,MTND3P20,ENTREZID
107075295,MTND3P23,ENTREZID
107075296,MTND4LP31,ENTREZID
107075297,MTND3P25,ENTREZID
107075298,MTND6P33,ENTREZID
107075299,MTATP6P21,ENTREZID
107075300,MTATP6P23,ENTREZID
107075301,MTATP6P26,ENTREZID
107075302,MTATP6P30,ENTREZID
107075303,NDUFAB1P1,ENTREZID
107075304,NDUFB10P2,ENTREZID
107075305,MTND4LP14,ENTREZID
107075306,MTND4LP21,ENTREZID
107075307,RHOXF1P3,ENTREZID
107075308,MTND4P34,ENTREZID
107075309,MTND5P41,ENTREZID
107075310,MTCO2P12,ENTREZID
107075311,MTATP6P11,ENTREZID
107075312,MTND2P39,ENTREZID
107075313,MTCO3P39,ENTREZID
107075314,MTND3P22,ENTREZID
107075315,MTATP6P29,ENTREZID
107075316,DUX4L32,ENTREZID
107075318,RNU6-707P,ENTREZID
107075319,RN7SL151P,ENTREZID
107080107,MTATP8P4,ENTREZID
107080108,DUX4L37,ENTREZID
107080551,DUX4L33,ENTREZID
107080553,PCMTD1P7,ENTREZID
107080554,LINC01400,ENTREZID
107080620,ODF2-AS1,ENTREZID
107080621,LINC01077,ENTREZID
107080622,USP9YP28,ENTREZID
107080623,LINC01073,ENTREZID
107080624,LINC01067,ENTREZID
107080626,RN7SKP54,ENTREZID
107080627,IQCA1-AS1,ENTREZID
107080628,RNU1-48P,ENTREZID
107080629,RNU2-52P,ENTREZID
107080632,RN7SL68P,ENTREZID
107080633,CFTRP2,ENTREZID
107080636,RN7SL417P,ENTREZID
107080637,UPK3BP1,ENTREZID
107080638,TBC1D7-LOC100130357,ENTREZID
107080639,ANKRD62P1,ENTREZID
107080641,CYP4A26P,ENTREZID
107080642,DUX4L36,ENTREZID
107080644,CNPY3-GNMT,ENTREZID
107080645,DUX4L39,ENTREZID
107080648,DUX4L38,ENTREZID
107080649,DUX4L40,ENTREZID
107080650,DUX4L41,ENTREZID
107080651,DUX4L44,ENTREZID
107080652,RN7SL736P,ENTREZID
107080653,RN7SL796P,ENTREZID
107080654,RN7SL825P,ENTREZID
107080655,RNU4-33P,ENTREZID
107105251,DUX4L48,ENTREZID
107105252,DUX4L49,ENTREZID
107105253,RNU6-322P,ENTREZID
107105254,RNU6-799P,ENTREZID
107105255,PCMTD1P6,ENTREZID
107105256,RNU6-1055P,ENTREZID
107105257,PCMTD1P8,ENTREZID
107105258,PCMTD1P4,ENTREZID
107105259,RNU6-1108P,ENTREZID
107105260,PCMTD1P5,ENTREZID
107105261,RNU1-5P,ENTREZID
107105262,RNU1-41P,ENTREZID
107105263,SEPT14P2,ENTREZID
107105264,RNU1-70P,ENTREZID
107105265,SEPT14P3,ENTREZID
107105266,SEPT14P4,ENTREZID
107105267,MTCO1P26,ENTREZID
107105268,MTCO1P32,ENTREZID
107105269,MTCO1P33,ENTREZID
107105270,MTCO1P34,ENTREZID
107105271,SEPT14P19,ENTREZID
107105272,MTCO1P36,ENTREZID
107105273,MTCO1P37,ENTREZID
107105274,MTCO1P38,ENTREZID
107105276,SEPT14P5,ENTREZID
107105277,MTCO1P41,ENTREZID
107105278,SEPT14P6,ENTREZID
107105279,MTCO1P50,ENTREZID
107105280,SEPT14P7,ENTREZID
107105281,MTCO1P13,ENTREZID
107105282,LOC107105282,ENTREZID
107105283,MTCO1P16,ENTREZID
107105352,SEPT14P10,ENTREZID
107105353,SEPT14P11,ENTREZID
107105354,SEPT14P14,ENTREZID
107126282,SEPT14P15,ENTREZID
107126283,SEPT14P16,ENTREZID
107126284,SEPT14P18,ENTREZID
107126285,SEPT14P20,ENTREZID
107126286,SEPT14P22,ENTREZID
107126287,BCRP9,ENTREZID
107126289,SLC25A39P2,ENTREZID
107126290,SEPT14P23,ENTREZID
107126294,CYP4F60P,ENTREZID
107126360,AOX3P,ENTREZID
107126362,MTCO2P28,ENTREZID
107131119,MTATP6P8,ENTREZID
107131120,MTND4LP4,ENTREZID
107131121,MTND4LP6,ENTREZID
107131122,RNU6-29P,ENTREZID
107131123,MTND4LP15,ENTREZID
107131124,MTND4LP8,ENTREZID
107133486,CDK2AP2P2,ENTREZID
107133487,MTND4LP23,ENTREZID
107133488,MTND4LP27,ENTREZID
107133489,MTND4LP28,ENTREZID
107133490,MTND4LP29,ENTREZID
107133491,MTND5P36,ENTREZID
107133493,MTND5P37,ENTREZID
107133494,CYP4F27P,ENTREZID
107133495,MTND5P38,ENTREZID
107133496,MTND5P39,ENTREZID
107133497,CYP4F32P,ENTREZID
107133498,MTND6P23,ENTREZID
107133499,CYP4F33P,ENTREZID
107133500,MTND6P26,ENTREZID
107133501,MTND6P27,ENTREZID
107133502,USP9YP14,ENTREZID
107133503,MTND6P28,ENTREZID
107133504,MTND6P29,ENTREZID
107133505,MTND6P30,ENTREZID
107133507,MTND6P31,ENTREZID
107133508,RNA5SP387,ENTREZID
107133511,ENPP7P6,ENTREZID
107133513,KRT18P64,ENTREZID
107133515,LOC107133515,ENTREZID
107133516,SMURF2P1,ENTREZID
107133519,PSAT1P2,ENTREZID
107133522,DHX40P1,ENTREZID
107133523,ELOCP27,ENTREZID
107133524,PARP4P3,ENTREZID
107161144,DTX2P1,ENTREZID
107161145,PMS2P11,ENTREZID
107161146,MTND2P34,ENTREZID
107161147,MTND2P35,ENTREZID
107161148,MTND2P36,ENTREZID
107161150,MTND2P37,ENTREZID
107161151,AOX3P-AOX2P,ENTREZID
107161153,MTCO2P10,ENTREZID
107161154,PGBD4P1,ENTREZID
107161157,YAM1,ENTREZID
107161159,LINC02415,ENTREZID
107161160,MTND3P11,ENTREZID
107161161,MTND3P14,ENTREZID
107161162,MTND3P15,ENTREZID
107161163,NPAP1P7,ENTREZID
107161164,MTND3P18,ENTREZID
107161229,MTATP8P3,ENTREZID
107161230,CLUHP10,ENTREZID
107178918,LINC01593,ENTREZID
107178919,RNY3P15,ENTREZID
107178920,LOC107178920,ENTREZID
107181289,NBLST7,ENTREZID
107181291,POP3,ENTREZID
107282092,BOLA2-SMG1P6,ENTREZID
107303344,SETDB2-PHF11,ENTREZID
107305681,DHS6S1,ENTREZID
107397391,SCARNA21B,ENTREZID
107397392,SCARNA18B,ENTREZID
107399301,SNORA101A,ENTREZID
107399303,SNORA101B,ENTREZID
107403064,MTCYBP25,ENTREZID
107403065,MTCYBP26,ENTREZID
107403066,MTCYBP30,ENTREZID
107403068,CYP4F31P,ENTREZID
107403069,MTATP6P10,ENTREZID
107403070,MTATP6P28,ENTREZID
107403071,MTATP6P12,ENTREZID
107403073,MTATP6P5,ENTREZID
107403074,MTND4P36,ENTREZID
107403078,C2orf69P5,ENTREZID
107403079,WBP1LP9,ENTREZID
107403081,FAM183EP,ENTREZID
107403148,CNTNAP3P9,ENTREZID
107403150,CNTNAP3P4,ENTREZID
107403151,GTF2IP10,ENTREZID
107403154,GTF2IP15,ENTREZID
107403156,GTF2IP17,ENTREZID
107403157,GTF2IP19,ENTREZID
107403163,MTCO2P26,ENTREZID
107403168,MTCO2P13,ENTREZID
107403169,MTCO2P14,ENTREZID
107403235,MTCO3P6,ENTREZID
107403236,MTCO3P14,ENTREZID
107403237,MTCO3P3,ENTREZID
107403240,MTCO3P25,ENTREZID
107403241,MTCO3P26,ENTREZID
107436001,MTCO3P32,ENTREZID
107436003,MTCO3P33,ENTREZID
107436004,MTCO3P34,ENTREZID
107436006,MTCO3P36,ENTREZID
107436007,MTCO3P37,ENTREZID
107436076,CYP2C23P,ENTREZID
107457588,CYP4F61P,ENTREZID
107457589,DEL16P13.2,ENTREZID
107521942,RNU1-79P,ENTREZID
107521946,RNU1-116P,ENTREZID
107521952,LOC107521952,ENTREZID
107522105,DEL15Q14,ENTREZID
107546764,LINC01976,ENTREZID
107548099,IGHVII-30-21,ENTREZID
107648861,DEL11P13,ENTREZID
107880065,ARMD10,ENTREZID
107983947,LOC107983947,ENTREZID
107983948,LOC107983948,ENTREZID
107983949,LOC107983949,ENTREZID
107983950,LOC107983950,ENTREZID
107983951,LOC107983951,ENTREZID
107983952,LOC107983952,ENTREZID
107983953,LOC107983953,ENTREZID
107983954,LOC107983954,ENTREZID
107983955,ELOA3C,ENTREZID
107983956,LOC107983956,ENTREZID
107983957,LOC107983957,ENTREZID
107983958,LOC107983958,ENTREZID
107983959,LOC107983959,ENTREZID
107983960,LOC107983960,ENTREZID
107983961,LOC107983961,ENTREZID
107983962,LOC107983962,ENTREZID
107983963,LOC107983963,ENTREZID
107983964,LINC02128,ENTREZID
107983966,LOC107983966,ENTREZID
107983967,LOC107983967,ENTREZID
107983968,LOC107983968,ENTREZID
107983969,LOC107983969,ENTREZID
107983970,LOC107983970,ENTREZID
107983971,LOC107983971,ENTREZID
107983972,LOC107983972,ENTREZID
107983973,LOC107983973,ENTREZID
107983974,LOC107983974,ENTREZID
107983975,LOC107983975,ENTREZID
107983976,LOC107983976,ENTREZID
107983977,LOC107983977,ENTREZID
107983978,LOC107983978,ENTREZID
107983979,LOC107983979,ENTREZID
107983980,LOC107983980,ENTREZID
107983981,LOC107983981,ENTREZID
107983982,LOC107983982,ENTREZID
107983983,LOC107983983,ENTREZID
107983984,LOC107983984,ENTREZID
107983985,LOC107983985,ENTREZID
107983986,LOC107983986,ENTREZID
107983987,LOC107983987,ENTREZID
107983988,LOC107983988,ENTREZID
107983989,LOC107983989,ENTREZID
107983990,LOC107983990,ENTREZID
107983991,LOC107983991,ENTREZID
107983992,LOC107983992,ENTREZID
107983993,LOC107983993,ENTREZID
107983994,LOC107983994,ENTREZID
107983995,LOC107983995,ENTREZID
107983996,LOC107983996,ENTREZID
107983997,LOC107983997,ENTREZID
107983998,LOC107983998,ENTREZID
107983999,LOC107983999,ENTREZID
107984000,LOC107984000,ENTREZID
107984001,LOC107984001,ENTREZID
107984002,LOC107984002,ENTREZID
107984003,LOC107984003,ENTREZID
107984004,LOC107984004,ENTREZID
107984005,LOC107984005,ENTREZID
107984006,LOC107984006,ENTREZID
107984007,LOC107984007,ENTREZID
107984008,LOC107984008,ENTREZID
107984009,LOC107984009,ENTREZID
107984010,LOC107984010,ENTREZID
107984011,LOC107984011,ENTREZID
107984012,LOC107984012,ENTREZID
107984013,LOC107984013,ENTREZID
107984014,LOC107984014,ENTREZID
107984015,LOC107984015,ENTREZID
107984016,LOC107984016,ENTREZID
107984017,LOC107984017,ENTREZID
107984018,LOC107984018,ENTREZID
107984019,LOC107984019,ENTREZID
107984020,LOC107984020,ENTREZID
107984021,LOC107984021,ENTREZID
107984022,LOC107984022,ENTREZID
107984023,LOC107984023,ENTREZID
107984024,LOC107984024,ENTREZID
107984025,LOC107984025,ENTREZID
107984026,LOC107984026,ENTREZID
