associated_id,term,type
23552,CDK20,ENTREZID
23553,HYAL4,ENTREZID
23554,TSPAN12,ENTREZID
23555,TSPAN15,ENTREZID
23556,PIGN,ENTREZID
23557,SNAPIN,ENTREZID
23558,WBP2,ENTREZID
23559,WBP1,ENTREZID
23560,GTPBP4,ENTREZID
23562,CLDN14,ENTREZID
23563,CHST5,ENTREZID
23564,DDAH2,ENTREZID
23566,LPAR3,ENTREZID
23567,ZNF346,ENTREZID
23568,ARL2BP,ENTREZID
23569,PADI4,ENTREZID
23574,PRG1,ENTREZID
23576,DDAH1,ENTREZID
23580,CDC42EP4,ENTREZID
23581,CASP14,ENTREZID
23582,CCNDBP1,ENTREZID
23583,SMUG1,ENTREZID
23584,VSIG2,ENTREZID
23585,TMEM50A,ENTREZID
23586,DDX58,ENTREZID
23587,ELP5,ENTREZID
23588,KLHDC2,ENTREZID
23589,CARHSP1,ENTREZID
23590,PDSS1,ENTREZID
23591,FAM215A,ENTREZID
23592,LEMD3,ENTREZID
23593,HEBP2,ENTREZID
23594,ORC6,ENTREZID
23595,ORC3,ENTREZID
23596,OPN3,ENTREZID
23597,ACOT9,ENTREZID
23598,PATZ1,ENTREZID
23600,AMACR,ENTREZID
23601,CLEC5A,ENTREZID
23603,CORO1C,ENTREZID
23604,DAPK2,ENTREZID
23605,HMGN2P9,ENTREZID
23606,HMGN2P10,ENTREZID
23607,CD2AP,ENTREZID
23608,MKRN1,ENTREZID
23609,MKRN2,ENTREZID
23610,MKRN6P,ENTREZID
23612,PHLDA3,ENTREZID
23613,ZMYND8,ENTREZID
23614,PPY2P,ENTREZID
23615,PYY2,ENTREZID
23616,SH3BP1,ENTREZID
23617,TSSK2,ENTREZID
23619,ZIM2,ENTREZID
23620,NTSR2,ENTREZID
23621,BACE1,ENTREZID
23623,RUSC1,ENTREZID
23624,CBLC,ENTREZID
23625,FAM89B,ENTREZID
23626,SPO11,ENTREZID
23627,PRND,ENTREZID
23629,BRD7P3,ENTREZID
23630,KCNE5,ENTREZID
23632,CA14,ENTREZID
23633,KPNA6,ENTREZID
23635,SSBP2,ENTREZID
23636,NUP62,ENTREZID
23637,RABGAP1,ENTREZID
23639,LRRC6,ENTREZID
23640,HSPBP1,ENTREZID
23641,LDOC1,ENTREZID
23642,SNHG1,ENTREZID
23643,LY96,ENTREZID
23644,EDC4,ENTREZID
23645,PPP1R15A,ENTREZID
23646,PLD3,ENTREZID
23647,ARFIP2,ENTREZID
23648,SSBP3,ENTREZID
23649,POLA2,ENTREZID
23650,TRIM29,ENTREZID
23654,PLXNB2,ENTREZID
23657,SLC7A11,ENTREZID
23658,LSM5,ENTREZID
23659,PLA2G15,ENTREZID
23660,ZKSCAN5,ENTREZID
23662,USH3B,ENTREZID
23666,UBBP4,ENTREZID
23667,UBBP3,ENTREZID
23668,UBBP2,ENTREZID
23670,TMEM2,ENTREZID
23671,TMEFF2,ENTREZID
23673,STX12,ENTREZID
23676,SMPX,ENTREZID
23677,SH3BP4,ENTREZID
23678,SGK3,ENTREZID
23679,SELENOWP1,ENTREZID
23682,RAB38,ENTREZID
23683,PRKD3,ENTREZID
23685,PQBP4,ENTREZID
23691,NNO1,ENTREZID
23694,MRX73,ENTREZID
23696,MRX70,ENTREZID
23697,MRX69,ENTREZID
23699,MRX67,ENTREZID
23700,MRX66,ENTREZID
23704,KCNE4,ENTREZID
23705,CADM1,ENTREZID
23706,IBGC1,ENTREZID
23708,GSPT2,ENTREZID
23710,GABARAPL1,ENTREZID
23713,DFNB27,ENTREZID
23714,DFNB26,ENTREZID
23719,DFNA30,ENTREZID
23720,DFNA29,ENTREZID
23722,DFNA27,ENTREZID
23723,DFNA24,ENTREZID
23727,CFM2,ENTREZID
23729,SHPK,ENTREZID
23731,TMEM245,ENTREZID
23732,FRRS1L,ENTREZID
23738,OFD1P17,ENTREZID
23739,C3CER1,ENTREZID
23741,EID1,ENTREZID
23742,NPAP1,ENTREZID
23743,BHMT2,ENTREZID
23744,ATP5EP1,ENTREZID
23746,AIPL1,ENTREZID
23749,YME1L1P1,ENTREZID
23751,TOP3BP1,ENTREZID
23752,TSSK1A,ENTREZID
23753,SDF2L1,ENTREZID
23754,RPL32P5,ENTREZID
23755,SIRPAP1,ENTREZID
23756,RPS24P1,ENTREZID
23757,ARSFP1,ENTREZID
23758,SFPQP1,ENTREZID
23759,PPIL2,ENTREZID
23760,PITPNB,ENTREZID
23761,PISD,ENTREZID
23762,OSBP2,ENTREZID
23764,MAFF,ENTREZID
23765,IL17RA,ENTREZID
23766,GABARAPL3,ENTREZID
23767,FLRT3,ENTREZID
23768,FLRT2,ENTREZID
23769,FLRT1,ENTREZID
23770,FKBP8,ENTREZID
23771,DIANPH,ENTREZID
23772,CSF2RBP1,ENTREZID
23774,BRD1,ENTREZID
23779,ARHGAP8,ENTREZID
23780,APOL2,ENTREZID
23781,AP1B1P2,ENTREZID
23782,AP1B1P1,ENTREZID
23783,ANKRD62P1-PARP4P3,ENTREZID
23784,POTEH,ENTREZID
23785,ABCD1P1,ENTREZID
23786,BCL2L13,ENTREZID
23787,MTCH1,ENTREZID
23788,MTCH2,ENTREZID
24137,KIF4A,ENTREZID
24138,IFIT5,ENTREZID
24139,EML2,ENTREZID
24140,FTSJ1,ENTREZID
24141,LAMP5,ENTREZID
24142,NAT6,ENTREZID
24144,TFIP11,ENTREZID
24145,PANX1,ENTREZID
24146,CLDN15,ENTREZID
24147,FJX1,ENTREZID
24148,PRPF6,ENTREZID
24149,ZNF318,ENTREZID
24150,TP53TG3,ENTREZID
25758,KIAA1549L,ENTREZID
25759,SHC2,ENTREZID
25763,HYPM,ENTREZID
25764,HYPK,ENTREZID
25766,PRPF40B,ENTREZID
25769,SLC24A2,ENTREZID
25770,C22orf31,ENTREZID
25771,TBC1D22A,ENTREZID
25774,GSTTP1,ENTREZID
25775,C22orf24,ENTREZID
25776,CBY1,ENTREZID
25777,SUN2,ENTREZID
25778,DSTYK,ENTREZID
25780,RASGRP3,ENTREZID
25782,RAB3GAP2,ENTREZID
25784,DGCR12,ENTREZID
25786,DGCR11,ENTREZID
25787,DGCR9,ENTREZID
25788,RAD54B,ENTREZID
25789,TMEM59L,ENTREZID
25790,CFAP45,ENTREZID
25791,NGEF,ENTREZID
25792,CIZ1,ENTREZID
25793,FBXO7,ENTREZID
25794,FSCN2,ENTREZID
25796,PGLS,ENTREZID
25797,QPCT,ENTREZID
25798,BRI3,ENTREZID
25799,ZNF324,ENTREZID
25800,SLC39A6,ENTREZID
25801,GCA,ENTREZID
25802,LMOD1,ENTREZID
25803,SPDEF,ENTREZID
25804,LSM4,ENTREZID
25805,BAMBI,ENTREZID
25806,VAX2,ENTREZID
25807,RHBDD3,ENTREZID
25809,TTLL1,ENTREZID
25812,POM121L1P,ENTREZID
25813,SAMM50,ENTREZID
25814,ATXN10,ENTREZID
25816,TNFAIP8,ENTREZID
25817,FAM19A5,ENTREZID
25818,KLK5,ENTREZID
25819,NOCT,ENTREZID
25820,ARIH1,ENTREZID
25821,MTO1,ENTREZID
25822,DNAJB5,ENTREZID
25823,TPSG1,ENTREZID
25824,PRDX5,ENTREZID
25825,BACE2,ENTREZID
25826,SNORD82,ENTREZID
25827,FBXL2,ENTREZID
25828,TXN2,ENTREZID
25829,TMEM184B,ENTREZID
25830,SULT4A1,ENTREZID
25831,HECTD1,ENTREZID
25832,NBPF14,ENTREZID
25833,POU2F3,ENTREZID
25834,MGAT4C,ENTREZID
25836,NIPBL,ENTREZID
25837,RAB26,ENTREZID
25839,COG4,ENTREZID
25840,METTL7A,ENTREZID
25841,ABTB2,ENTREZID
25842,ASF1A,ENTREZID
25843,MOB4,ENTREZID
25844,YIPF3,ENTREZID
25845,PP7080,ENTREZID
25847,ANAPC13,ENTREZID
25849,PARM1,ENTREZID
25850,ZNF345,ENTREZID
25851,TECPR1,ENTREZID
25852,ARMC8,ENTREZID
25853,DCAF12,ENTREZID
25854,FAM149A,ENTREZID
25855,BRMS1,ENTREZID
25858,CATSPERZ,ENTREZID
25859,PART1,ENTREZID
25861,WHRN,ENTREZID
25862,USP49,ENTREZID
25864,ABHD14A,ENTREZID
25865,PRKD2,ENTREZID
25870,SUMF2,ENTREZID
25871,NEPRO,ENTREZID
25873,RPL36,ENTREZID
25874,MPC2,ENTREZID
25875,LETMD1,ENTREZID
25876,SPEF1,ENTREZID
25878,MXRA5,ENTREZID
25879,DCAF13,ENTREZID
25880,TMEM186,ENTREZID
25884,CHRDL2,ENTREZID
25885,POLR1A,ENTREZID
25886,POC1A,ENTREZID
25888,ZNF473,ENTREZID
25890,ABI3BP,ENTREZID
25891,PAMR1,ENTREZID
25893,TRIM58,ENTREZID
25894,PLEKHG4,ENTREZID
25895,EEF1AKMT3,ENTREZID
25896,INTS7,ENTREZID
25897,RNF19A,ENTREZID
25898,RCHY1,ENTREZID
25900,IFFO1,ENTREZID
25901,CCDC28A,ENTREZID
25902,MTHFD1L,ENTREZID
25903,OLFML2B,ENTREZID
25904,CNOT10,ENTREZID
25906,ANAPC15,ENTREZID
25907,TMEM158,ENTREZID
25909,AHCTF1,ENTREZID
25911,DPCD,ENTREZID
25912,C1orf43,ENTREZID
25913,POT1,ENTREZID
25914,RTTN,ENTREZID
25915,NDUFAF3,ENTREZID
25917,THUMPD3,ENTREZID
25920,NELFB,ENTREZID
25921,ZDHHC5,ENTREZID
25923,ATL3,ENTREZID
25924,MYRIP,ENTREZID
25925,ZNF521,ENTREZID
25926,NOL11,ENTREZID
25927,CNRIP1,ENTREZID
25928,SOSTDC1,ENTREZID
25929,GEMIN5,ENTREZID
25930,PTPN23,ENTREZID
25932,CLIC4,ENTREZID
25934,NIPSNAP3A,ENTREZID
25936,NSL1,ENTREZID
25937,WWTR1,ENTREZID
25938,HEATR5A,ENTREZID
25939,SAMHD1,ENTREZID
25940,FAM98A,ENTREZID
25941,TPGS2,ENTREZID
25942,SIN3A,ENTREZID
25943,C20orf194,ENTREZID
25945,NECTIN3,ENTREZID
25946,ZNF385A,ENTREZID
25948,KBTBD2,ENTREZID
25949,SYF2,ENTREZID
25950,RWDD3,ENTREZID
25953,PNKD,ENTREZID
25956,SEC31B,ENTREZID
25957,PNISR,ENTREZID
25959,KANK2,ENTREZID
25960,ADGRA2,ENTREZID
25961,NUDT13,ENTREZID
25962,KIAA1429,ENTREZID
25963,TMEM87A,ENTREZID
25966,C2CD2,ENTREZID
25970,SH2B1,ENTREZID
25972,UNC50,ENTREZID
25973,PARS2,ENTREZID
25974,MMACHC,ENTREZID
25975,EGFL6,ENTREZID
25976,TIPARP,ENTREZID
25977,NECAP1,ENTREZID
25978,CHMP2B,ENTREZID
25979,DHRS7B,ENTREZID
25980,AAR2,ENTREZID
25981,DNAH1,ENTREZID
25983,NGDN,ENTREZID
25984,KRT23,ENTREZID
25987,TSKU,ENTREZID
25988,HINFP,ENTREZID
25989,ULK3,ENTREZID
25992,SNED1,ENTREZID
25994,HIGD1A,ENTREZID
25996,REXO2,ENTREZID
25998,IBTK,ENTREZID
25999,CLIP3,ENTREZID
26000,TBC1D10B,ENTREZID
26001,RNF167,ENTREZID
26002,MOXD1,ENTREZID
26003,GORASP2,ENTREZID
26005,C2CD3,ENTREZID
26007,TKFC,ENTREZID
26009,ZZZ3,ENTREZID
26010,SPATS2L,ENTREZID
26011,TENM4,ENTREZID
26012,NSMF,ENTREZID
26013,L3MBTL1,ENTREZID
26015,RPAP1,ENTREZID
26017,FAM32A,ENTREZID
26018,LRIG1,ENTREZID
26019,UPF2,ENTREZID
26020,LRP10,ENTREZID
26022,TMEM98,ENTREZID
26024,PTCD1,ENTREZID
26025,PCDHGA12,ENTREZID
26027,ACOT11,ENTREZID
26030,PLEKHG3,ENTREZID
26031,OSBPL3,ENTREZID
26032,SUSD5,ENTREZID
26033,ATRNL1,ENTREZID
26034,IPCEF1,ENTREZID
26035,GLCE,ENTREZID
26036,ZNF451,ENTREZID
26037,SIPA1L1,ENTREZID
26038,CHD5,ENTREZID
26039,SS18L1,ENTREZID
26040,SETBP1,ENTREZID
26043,UBXN7,ENTREZID
26045,LRRTM2,ENTREZID
26046,LTN1,ENTREZID
26047,CNTNAP2,ENTREZID
26048,ZNF500,ENTREZID
26049,FAM169A,ENTREZID
26050,SLITRK5,ENTREZID
26051,PPP1R16B,ENTREZID
26052,DNM3,ENTREZID
26053,AUTS2,ENTREZID
26054,SENP6,ENTREZID
26056,RAB11FIP5,ENTREZID
26057,ANKRD17,ENTREZID
26058,GIGYF2,ENTREZID
26059,ERC2,ENTREZID
26060,APPL1,ENTREZID
26061,HACL1,ENTREZID
26062,HYALP1,ENTREZID
26063,DECR2,ENTREZID
26064,RAI14,ENTREZID
26065,LSM14A,ENTREZID
26069,DKFZP586B0319,ENTREZID
26070,DKFZP434K028,ENTREZID
26071,RTL8A,ENTREZID
26073,POLDIP2,ENTREZID
26074,CFAP61,ENTREZID
26077,DKFZP434H168,ENTREZID
26080,FAM230C,ENTREZID
26082,LINC02249,ENTREZID
26083,TBC1D29,ENTREZID
26084,ARHGEF26,ENTREZID
26085,KLK13,ENTREZID
26086,GPSM1,ENTREZID
26088,GGA1,ENTREZID
26090,ABHD12,ENTREZID
26091,HERC4,ENTREZID
26092,TOR1AIP1,ENTREZID
26093,CCDC9,ENTREZID
26094,DCAF4,ENTREZID
26095,PTPN20,ENTREZID
26097,CHTOP,ENTREZID
26098,EDRF1,ENTREZID
26099,SZRD1,ENTREZID
26100,WIPI2,ENTREZID
26101,DKFZP564M1462,ENTREZID
26102,DKFZP434A062,ENTREZID
26103,LRIT1,ENTREZID
26105,DKFZP434C153,ENTREZID
26106,DKFZP586K1520,ENTREZID
26107,DKFZP547J0410,ENTREZID
26108,PYGO1,ENTREZID
26112,CCDC69,ENTREZID
26115,TANC2,ENTREZID
26118,WSB1,ENTREZID
26119,LDLRAP1,ENTREZID
26120,DKFZP564C152,ENTREZID
26121,PRPF31,ENTREZID
26122,EPC2,ENTREZID
26123,TCTN3,ENTREZID
26127,FGFR1OP2,ENTREZID
26128,KIF1BP,ENTREZID
26130,GAPVD1,ENTREZID
26133,TRPC4AP,ENTREZID
26134,RALGAPA1P1,ENTREZID
26135,SERBP1,ENTREZID
26136,TES,ENTREZID
26137,ZBTB20,ENTREZID
26138,LINC00588,ENTREZID
26140,TTLL3,ENTREZID
26145,IRF2BP1,ENTREZID
26146,TRAF3IP1,ENTREZID
26147,PHF19,ENTREZID
26149,ZNF658,ENTREZID
26150,RIBC2,ENTREZID
26151,NAT9,ENTREZID
26152,ZNF337,ENTREZID
26153,KIF26A,ENTREZID
26154,ABCA12,ENTREZID
26155,NOC2L,ENTREZID
26156,RSL1D1,ENTREZID
26157,GIMAP2,ENTREZID
26160,IFT172,ENTREZID
26164,MTG2,ENTREZID
26165,SPATA31A7,ENTREZID
26166,RGS22,ENTREZID
26167,PCDHB5,ENTREZID
26168,SENP3,ENTREZID
26173,INTS1,ENTREZID
26175,TMEM251,ENTREZID
26184,OR1F2P,ENTREZID
26188,OR1C1,ENTREZID
26189,OR1A2,ENTREZID
26190,FBXW2,ENTREZID
26191,PTPN22,ENTREZID
26205,GMEB2,ENTREZID
26206,SPAG8,ENTREZID
26207,PITPNC1,ENTREZID
26211,OR2F1,ENTREZID
26212,OR2B6,ENTREZID
26219,OR1J4,ENTREZID
26220,DGCR5,ENTREZID
26222,DGCR10,ENTREZID
26223,FBXL21,ENTREZID
26224,FBXL3,ENTREZID
26225,ARL5A,ENTREZID
26226,FBXW4P1,ENTREZID
26227,PHGDH,ENTREZID
26228,STAP1,ENTREZID
26229,B3GAT3,ENTREZID
26230,TIAM2,ENTREZID
26231,LRRC29,ENTREZID
26232,FBXO2,ENTREZID
26233,FBXL6,ENTREZID
26234,FBXL5,ENTREZID
26235,FBXL4,ENTREZID
26238,LINC01558,ENTREZID
26239,LCE2B,ENTREZID
26240,FAM50B,ENTREZID
26242,OR4C1P,ENTREZID
26245,OR2M4,ENTREZID
26246,OR2L2,ENTREZID
26247,OR2L1P,ENTREZID
26248,OR2K2,ENTREZID
26249,KLHL3,ENTREZID
26251,KCNG2,ENTREZID
26253,CLEC4E,ENTREZID
26254,OPTC,ENTREZID
26255,PTTG3P,ENTREZID
26256,CABYR,ENTREZID
26257,NKX2-8,ENTREZID
26258,BLOC1S6,ENTREZID
26259,FBXW8,ENTREZID
26260,FBXO25,ENTREZID
26261,FBXO24,ENTREZID
26262,TSPAN17,ENTREZID
26263,FBXO22,ENTREZID
26266,SLC13A4,ENTREZID
26267,FBXO10,ENTREZID
26268,FBXO9,ENTREZID
26269,FBXO8,ENTREZID
26270,FBXO6,ENTREZID
26271,FBXO5,ENTREZID
26272,FBXO4,ENTREZID
26273,FBXO3,ENTREZID
26275,HIBCH,ENTREZID
26276,VPS33B,ENTREZID
26277,TINF2,ENTREZID
26278,SACS,ENTREZID
26279,PLA2G2D,ENTREZID
26280,IL1RAPL2,ENTREZID
26281,FGF20,ENTREZID
26284,ERAL1,ENTREZID
26285,CLDN17,ENTREZID
26286,ARFGAP3,ENTREZID
26287,ANKRD2,ENTREZID
26289,AK5,ENTREZID
26290,GALNT8,ENTREZID
26291,FGF21,ENTREZID
26292,MYCBP,ENTREZID
26297,SERGEF,ENTREZID
26298,EHF,ENTREZID
26300,DYX4,ENTREZID
26301,GBGT1,ENTREZID
26307,PCDHA14,ENTREZID
26322,OR4H6P,ENTREZID
26330,GAPDHS,ENTREZID
26333,OR7A17,ENTREZID
26335,OR7A15P,ENTREZID
26338,OR5L2,ENTREZID
26339,OR5K1,ENTREZID
26341,OR5H1,ENTREZID
26343,OR5E1P,ENTREZID
26353,HSPB8,ENTREZID
26354,GNL3,ENTREZID
26355,FAM162A,ENTREZID
26468,LHX6,ENTREZID
26469,PTPN18,ENTREZID
26470,SEZ6L2,ENTREZID
26471,NUPR1,ENTREZID
26472,PPP1R14B,ENTREZID
26473,OR7E16P,ENTREZID
26475,OR7E43P,ENTREZID
26476,OR10J1,ENTREZID
26478,OR7E53P,ENTREZID
26479,OR7E62P,ENTREZID
26492,OR8G2P,ENTREZID
26493,OR8B8,ENTREZID
26494,OR8G1,ENTREZID
26495,OR9A1P,ENTREZID
26496,OR10A3,ENTREZID
26497,OR10D3,ENTREZID
26499,PLEK2,ENTREZID
26502,NARF,ENTREZID
26503,SLC17A5,ENTREZID
26504,CNNM4,ENTREZID
26505,CNNM3,ENTREZID
26507,CNNM1,ENTREZID
26508,HEYL,ENTREZID
26509,MYOF,ENTREZID
26511,CHIC2,ENTREZID
26512,INTS6,ENTREZID
26513,RPL34P2,ENTREZID
26514,RPL34P1,ENTREZID
26515,TIMM10B,ENTREZID
26516,RPS5P1,ENTREZID
26517,TIMM13,ENTREZID
26519,TIMM10,ENTREZID
26520,TIMM9,ENTREZID
26521,TIMM8B,ENTREZID
26523,AGO1,ENTREZID
26524,LATS2,ENTREZID
26525,IL36RN,ENTREZID
26526,TSPAN16,ENTREZID
26528,DAZAP1,ENTREZID
26529,OR12D2,ENTREZID
26530,OR12D1,ENTREZID
26531,OR11A1,ENTREZID
26532,OR10H3,ENTREZID
26533,OR10G3,ENTREZID
26534,OR10G2,ENTREZID
26537,OR51A1P,ENTREZID
26538,OR10H2,ENTREZID
26539,OR10H1,ENTREZID
26540,OR10G1P,ENTREZID
26541,OR10D1P,ENTREZID
26548,ITGB1BP2,ENTREZID
26574,AATF,ENTREZID
26575,RGS17,ENTREZID
26576,SRPK3,ENTREZID
26577,PCOLCE2,ENTREZID
26578,OSTF1,ENTREZID
26579,MYEOV,ENTREZID
26580,BSCL2,ENTREZID
26581,DUX5,ENTREZID
26582,DUX3,ENTREZID
26583,DUX4L8,ENTREZID
26584,DUX1,ENTREZID
26585,GREM1,ENTREZID
26586,CKAP2,ENTREZID
26589,MRPL46,ENTREZID
26590,OR8B7P,ENTREZID
26591,OR8B6P,ENTREZID
26592,OR8B5P,ENTREZID
26595,OR8B2,ENTREZID
26608,TBL2,ENTREZID
26609,VCX,ENTREZID
26610,ELP4,ENTREZID
26614,OR7E66P,ENTREZID
26628,OR7E47P,ENTREZID
26637,OR7E36P,ENTREZID
26640,OR7E33P,ENTREZID
26644,OR7E29P,ENTREZID
26645,OR7E28P,ENTREZID
26647,OR7E25P,ENTREZID
26648,OR7E24,ENTREZID
26651,OR7E19P,ENTREZID
26656,OR7D1P,ENTREZID
26658,OR7C2,ENTREZID
26659,OR7A5,ENTREZID
26661,OR7A8P,ENTREZID
26664,OR7C1,ENTREZID
26668,OR7A3P,ENTREZID
26669,OR7A11P,ENTREZID
26679,OR4G3P,ENTREZID
26680,OR4G2P,ENTREZID
26681,OR4G1P,ENTREZID
26682,OR4F4,ENTREZID
26683,OR4F3,ENTREZID
26685,OR4F1P,ENTREZID
26686,OR4E2,ENTREZID
26687,OR4E1,ENTREZID
26689,OR4D1,ENTREZID
26690,OR4B2P,ENTREZID
26692,OR2W1,ENTREZID
26693,OR2V1,ENTREZID
26694,OR2U2P,ENTREZID
26695,OR2U1P,ENTREZID
26696,OR2T1,ENTREZID
26701,OR2N1P,ENTREZID
26707,OR2J2,ENTREZID
26713,OR2H5P,ENTREZID
26716,OR2H1,ENTREZID
26717,OR2G1P,ENTREZID
26719,OR2E1P,ENTREZID
26735,OR1L3,ENTREZID
26737,OR1L1,ENTREZID
26740,OR1J2,ENTREZID
26742,OR1H1P,ENTREZID
26747,NUFIP1,ENTREZID
26748,GAGE12I,ENTREZID
26749,GAGE2E,ENTREZID
26750,RPS6KC1,ENTREZID
26751,SH3YL1,ENTREZID
26762,HAVCR1,ENTREZID
26765,SNORD12C,ENTREZID
26766,RNU105C,ENTREZID
26767,RNU105B,ENTREZID
26768,SNORA73B,ENTREZID
26769,SNORD81,ENTREZID
26770,SNORD79,ENTREZID
26771,SNORD102,ENTREZID
26772,SNORD4B,ENTREZID
26773,SNORD4A,ENTREZID
26774,SNORD80,ENTREZID
26775,SNORA72,ENTREZID
26776,SNORA71B,ENTREZID
26777,SNORA71A,ENTREZID
26778,SNORA70,ENTREZID
26779,SNORA69,ENTREZID
26780,SNORA68,ENTREZID
26781,SNORA67,ENTREZID
26782,SNORA66,ENTREZID
26783,SNORA65,ENTREZID
26784,SNORA64,ENTREZID
26785,SNORD63,ENTREZID
26786,SNORD62A,ENTREZID
26787,SNORD61,ENTREZID
26788,SNORD60,ENTREZID
26789,SNORD59A,ENTREZID
26790,SNORD58B,ENTREZID
26791,SNORD58A,ENTREZID
26792,SNORD57,ENTREZID
26793,SNORD56,ENTREZID
26795,SNORD54,ENTREZID
26796,SNORD53,ENTREZID
26797,SNORD52,ENTREZID
26798,SNORD51,ENTREZID
26799,SNORD50A,ENTREZID
26800,SNORD49A,ENTREZID
26801,SNORD48,ENTREZID
26802,SNORD47,ENTREZID
26804,SNORD45B,ENTREZID
26805,SNORD45A,ENTREZID
26806,SNORD44,ENTREZID
26807,SNORD43,ENTREZID
26808,SNORD42B,ENTREZID
26809,SNORD42A,ENTREZID
26810,SNORD41,ENTREZID
26811,SNORD55,ENTREZID
26812,SNORD37,ENTREZID
26813,SNORD36C,ENTREZID
26814,SNORD36B,ENTREZID
26815,SNORD36A,ENTREZID
26816,SNORD35A,ENTREZID
26817,SNORD34,ENTREZID
26818,SNORD33,ENTREZID
26819,SNORD32A,ENTREZID
26820,SNORD24,ENTREZID
26821,SNORA74A,ENTREZID
26822,SNORD14A,ENTREZID
26823,RNU12-2P,ENTREZID
26824,RNU11,ENTREZID
26825,RNU6-50P,ENTREZID
26826,RNU6-6P,ENTREZID
26827,RNU6-1,ENTREZID
26828,RNU5F-1,ENTREZID
26829,RNU5E-1,ENTREZID
26830,RNU5D-1,ENTREZID
26831,RNU5A-1,ENTREZID
26832,RNU5B-1,ENTREZID
26834,RNU4-2,ENTREZID
26835,RNU4-1,ENTREZID
26838,RNU4-6P,ENTREZID
26839,RNU4-5P,ENTREZID
26840,RNU4-4P,ENTREZID
26841,RNU4-3P,ENTREZID
26842,SNORD3P4,ENTREZID
26843,SNORD3P3,ENTREZID
26844,SNORD3P2,ENTREZID
26851,SNORD3B-1,ENTREZID
26852,RNU2-5P,ENTREZID
26853,RNU2-4P,ENTREZID
26854,RNU2-3P,ENTREZID
26855,RNU2-2P,ENTREZID
26858,RNU1-15P,ENTREZID
26859,RNU1-14P,ENTREZID
26860,RNU1-13P,ENTREZID
26861,RNU1-11P,ENTREZID
26863,RNVU1-18,ENTREZID
26864,RNVU1-7,ENTREZID
26865,RNU1-27P,ENTREZID
26866,RNU1-28P,ENTREZID
26869,RNU1-3,ENTREZID
26870,RNU1-2,ENTREZID
26871,RNU1-1,ENTREZID
26872,STEAP1,ENTREZID
26873,OPLAH,ENTREZID
26952,SMR3A,ENTREZID
26953,RANBP6,ENTREZID
26957,ABCD1P4,ENTREZID
26958,COPG2,ENTREZID
26959,HBP1,ENTREZID
26960,NBEA,ENTREZID
26973,CHORDC1,ENTREZID
26974,ZNF285,ENTREZID
26978,PABPC1P3,ENTREZID
26980,PABPC1P1,ENTREZID
26982,ABCD1P3,ENTREZID
26983,ABCD1P2,ENTREZID
26984,SEC22A,ENTREZID
26985,AP3M1,ENTREZID
26986,PABPC1,ENTREZID
26993,AKAP8L,ENTREZID
26994,RNF11,ENTREZID
26995,TRUB2,ENTREZID
26996,GPR160,ENTREZID
26998,FETUB,ENTREZID
26999,CYFIP2,ENTREZID
27000,DNAJC2,ENTREZID
27002,PAFAH1B1P2,ENTREZID
27004,TCL6,ENTREZID
27005,USP21,ENTREZID
27006,FGF22,ENTREZID
27010,TPK1,ENTREZID
27012,KCNV1,ENTREZID
27013,CNPPD1,ENTREZID
27018,BEX3,ENTREZID
27019,DNAI1,ENTREZID
27020,NPTN,ENTREZID
27022,FOXD3,ENTREZID
27023,FOXB1,ENTREZID
27030,MLH3,ENTREZID
27031,NPHP3,ENTREZID
27032,ATP2C1,ENTREZID
27033,ZBTB32,ENTREZID
27034,ACAD8,ENTREZID
27035,NOX1,ENTREZID
27036,SIGLEC7,ENTREZID
27037,TRMT2A,ENTREZID
27038,ARVD6,ENTREZID
27039,PKD2L2,ENTREZID
27040,LAT,ENTREZID
27042,DIEXF,ENTREZID
27043,PELP1,ENTREZID
27044,SND1,ENTREZID
27063,ANKRD1,ENTREZID
27065,NSG1,ENTREZID
27067,STAU2,ENTREZID
27068,PPA2,ENTREZID
27069,GHITM,ENTREZID
27071,DAPP1,ENTREZID
27072,VPS41,ENTREZID
27074,LAMP3,ENTREZID
27075,TSPAN13,ENTREZID
27076,LYPD3,ENTREZID
27077,B9D1,ENTREZID
27079,RPUSD2,ENTREZID
27085,MTBP,ENTREZID
27086,FOXP1,ENTREZID
27087,B3GAT1,ENTREZID
27089,UQCRQ,ENTREZID
27090,ST6GALNAC4,ENTREZID
27091,CACNG5,ENTREZID
27092,CACNG4,ENTREZID
27093,KCNMB3P1,ENTREZID
27094,KCNMB3,ENTREZID
27095,TRAPPC3,ENTREZID
27097,TAF5L,ENTREZID
27098,CLUL1,ENTREZID
27099,SND1-IT1,ENTREZID
27101,CACYBP,ENTREZID
27102,EIF2AK1,ENTREZID
27106,ARRDC2,ENTREZID
27107,ZBTB11,ENTREZID
27109,ATP5S,ENTREZID
27111,SDCBP2,ENTREZID
27112,FAM155B,ENTREZID
27113,BBC3,ENTREZID
27115,PDE7B,ENTREZID
27120,DKKL1,ENTREZID
27121,DKK4,ENTREZID
27122,DKK3,ENTREZID
27123,DKK2,ENTREZID
27124,INPP5J,ENTREZID
27125,AFF4,ENTREZID
27127,SMC1B,ENTREZID
27128,CYTH4,ENTREZID
27129,HSPB7,ENTREZID
27130,INVS,ENTREZID
27131,SNX5,ENTREZID
27132,CPNE7,ENTREZID
27133,KCNH5,ENTREZID
